Product,Country,Quantity,Revenue
SV 2GB Laptop memory E800 White,United States,1769,88833.25
MGS Zoo Tycoon Marine Mania 2009 E160,United States,1773,52211.2
Litware Home Theater System 4.1 Channel M413 Brown,United States,722,353281.5
SV 8xDVD E130 Silver,United States,1571,82541.985
Adventure Works LCD17 E200 Black,United States,1535,140495.85
"Litware 14"" High Velocity Floor Fan E801 Pink",United States,1657,67581.7285
Contoso Microwave 1.5CuFt X0110 White,United States,309,190891.701
Adventure Works CRT17 E105 Black,United States,1559,84729.9
MGS Rise of Nations: Gold Edition 2009 E143,United States,1313,51688.15
NT Washer & Dryer 21in E2100 Silver,United States,1304,1916920.185
Fabrikam Refrigerator 19CuFt M7600 Blue,United States,848,727605.65
Contoso Projector 1080p X981 Silver,United States,220,515293.8
Proseware Projector 720p LCD56 White,United States,1505,971819.7
Proseware Air conditioner 7000BTU E260 White,United States,1623,451814.939
WWI Projector 720p DLP56 White,United States,1537,1396851.75
MGS Fable: The Lost Chapters2008 E140,United States,1231,49192
Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,United States,1436,15590.785
SV Car Video TFT7 M7002 Silver,United States,1400,412211.8
A. Datum Full Frame Digital Camera X300 Grey,United States,1289,272637.75
WWI LCD17 E205 White,United States,1675,153227.25
Contoso Water Heater 4.3GPM M1250 Red,United States,742,598937.625
Contoso Phone Tough Skin Case E140 White,United States,5200,116133.12
SV DVD External DVD Burner M200 Silver,United States,429,23120.166
Fabrikam Refrigerator 19CuFt M7600 Silver,United States,950,783658.3
Contoso Coffee Maker Auto 5C E0900 Black,United States,1357,206455.8
Contoso Lifestyles Series - Big Button Cordless phone M800 Black,United States,1418,29996.6
SV Hand Games women M40 Red,United States,6745,55155.9
Adventure Works Coffee Maker Auto 10C M100 Silver,United States,738,515441.7905
WWI Stereo Bluetooth Headphones E1000 Green,United States,1650,103546.62
Contoso Screen 85in E085 White,United States,1902,244501
SV 8xDVD E120 Black,United States,1751,144568.19
WWI Stereo Bluetooth Headphones E1000 Silver,United States,1800,112962.4
Proseware Air conditioner 25000BTU L167 Silver,United States,307,189620.4185
Fabrikam Refrigerator 3.2CuFt E1600 White,United States,1557,398943.7515
Litware Mobile Fan External USB Cooling Fan E601 Silver,United States,1684,50900.564
Contoso Optical USB Mouse M45 Black,United States,1494,69710.9785
Contoso Expandable 2-Handset Cordless Phone System M205 White,United States,565,20466.7575
The Phone Company Microsoft Windows Mobile M200 Gold,United States,385,84123.15
WWI 2GB Spy Video Recorder Pen M300 Black,United States,258,44688.9
Contoso Macro Zoom Lens X300 Black,United States,204,67738.44
Proseware Screen 113in X1609 Silver,United States,672,185036.15
SV Car Video LCD7W M7081 Black,United States,1762,810500.75
A. Datum Slim Digital Camera M180 Green,United States,1388,187042.4
Contoso Microwave 1.6CuFt M0125 White,United States,1467,244579.4115
Contoso DVD 55DVD Storage Binder M56 Silver,United States,1650,19138.122
Contoso 3 Handset Cordless Phone System  E30 Black,United States,1757,27576.469
Contoso Water Heater 7.2GPM X1800 Grey,United States,1273,1756798.75
Contoso Telephoto Conversion Lens M350 White,United States,963,82422
Contoso 90W AC/DC Power Adapter E300 Grey,United States,1478,15964.445
Litware Refrigerator 1.7CuFt E120 Blue,United States,1448,177306.36
MGS Rise of Nations E112,United States,1465,37763.6
Litware 80mm LED Dual PCI Slot Fan E1501 Pink,United States,1634,47670.3675
Contoso DVD Recorder L240 Gold,United States,884,178101.75
The Phone Company Smart phones 4 GB of Memory M300 Black,United States,427,94285.5
Contoso Coffee Maker Super-Auto 12C X1250 Black,United States,656,1030672.5
Contoso 512MB MP3 Player E51 Blue,United States,1052,12669.7965
Contoso Coffee Maker Auto 10C M1000 White,United States,723,507683.4945
Proseware LCD19 E1000 White,United States,1827,237043.65
Litware Refrigerator 1.7CuFt E120 Brown,United States,1585,190701.8295
Contoso SLR Camera M146 Orange,United States,1376,409519.6
Litware Microwave 2.2CuFt M125 White,United States,767,139653.017
Adventure Works Wall Lamp E2150 Blue,United States,1500,165244.2285
"Contoso SLR Camera 35"" X358 Grey",United States,1801,941119.2
Contoso Water Heater 7.2GPM X1800 Silver,United States,1346,1824427.5
MGS Zoo Tycoon 2: End range Species Expansion Pack E105,United States,1306,68936
Contoso Original K1m Li-Ion Standard Battery E170 White,United States,22860,85097.6
The Phone Company Touch Screen Phones Capacitive M908 Grey,United States,1713,484484
"Adventure Works 32"" LCD HDTV M130 Silver",United States,612,277569.4485
SV DVD 12-Inch Player Portable M400 White,United States,1606,264909.282
The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,United States,1470,387158.85
MGS Gears of War 2008 M450,United States,1819,57043.5
Fabrikam Refrigerator 19CuFt M7600 Grey,United States,777,630333.85
WWI Projector 720p LCD56 White,United States,1681,1088447.85
"Adventure Works 20"" CRT TV E15 Silver",United States,1637,254730.015
Fabrikam Refrigerator 1.7CuFt E1200 Brown,United States,1827,216530.8425
The Phone Company PDA GPS Phone 3.5 inch M910 Silver,United States,1422,348426.8
The Phone Company Smart phones 6-LINE SCREEN M21 Black,United States,1784,379293
Contoso Leather Case - case for digital photo camera X20 Grey,United States,777,29456.175
SV 40GB USB2.0 Portable Hard Disk E400 Red,United States,1873,132074.4195
Contoso Laptop Keyboard X105 Silver,United States,704,151805.205
Fabrikam Coffee Maker 5C E090 Black,United States,1692,230316.75
Litware Desk Lamp E1030 Silver,United States,1448,104242.8075
Adventure Works Wall Lamp E3150 White,United States,1745,163245.194
SV DVD 60 DVD Storage Binder L20 Black,United States,1369,29343.8355
NT Wireless Bluetooth Stereo Headphones E102 Black,United States,1311,58736.3525
WWI Floor Lamp M215 White,United States,866,266843.85
Proseware LCD24 X300 White,United States,138,102702.6
NT Bluetooth Stereo Headphones E52 Yellow,United States,1679,39246.613
Proseware Fax Machine E100 White,United States,1964,142160.5
Contoso 8GB Clock & Radio MP3 Player X850 Blue,United States,1221,338833.0905
MGS Age of Mythology: Gold Edition M310,United States,1463,109425.75
Contoso Conversion Lens M550 Blue,United States,192,34768
Contoso 4-Line Expandable Cordless Phone System M900 Black,United States,1708,34467.4
MGS Age of Mythology 2009 E158,United States,1412,41014.4
Contoso Microwave 2.2CuFt M0125 Silver,United States,847,154112.294
The Phone Company Smart phones 8 GB of Memory M400 Black,United States,1550,377541.5
Adventure Works Laptop15.4W M1548 Silver,United States,1504,1041150.9
A. Datum Consumer Digital Camera M300 Pink,United States,1504,256860.9
Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,United States,1555,1427988.3
A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,United States,1420,347582.6
Contoso 4GB Flash MP3 Player E401 Blue,United States,1267,90085.496
The Phone Company PDA Handheld 4.7 inch L650 White,United States,1460,533241.2
MGS Zoo Tycoon 2: African Adventure M280,United States,1560,100717.1995
"Adventure Works 32"" LCD HDTV M130 White",United States,616,286319.2735
Contoso Air conditioner 8000BTU M0320 Silver,United States,1317,479888.0025
Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,United States,1683,18246.27
Fabrikam Business Videographer 2/3'' 17mm M280 Grey,United States,1316,1019107.5
Adventure Works LCD19W M100 Black,United States,1266,204802.85
Litware Wall Lamp E2015 White,United States,1555,168039.9955
SV USB Sync Charge Cable E700 Silver,United States,974,1793.2885
Contoso Coffee Maker 4C E0800 Silver,United States,1694,202845.345
Contoso Mini Battery Charger Kit E320 Red,United States,1507,35158.431
A. Datum Rangefinder Digital Camera X200 Green,United States,1579,290170
Contoso DVD External DVD Burner M200 Silver,United States,568,29579.574
Litware Floor Lamp M2015 Blue,United States,855,269352.45
The Phone Company Microsoft Windows Mobile M200 White,United States,306,65173.4
WWI Wireless Bluetooth Stereo Headphones M270 Silver,United States,726,75279
Proseware LCD17W E202 Black,United States,2017,238804.8
Litware Floor Lamp X1015 Silver,United States,487,280503.3895
Contoso DVD 58 DVD Storage Binder M55 Red,United States,1544,19907.148
"Adventure Works 20"" Analog CRT TV E45 Black",United States,1615,292730
Contoso Home Theater System 4.1 Channel M1400 Black,United States,1762,666751.8
Adventure Works LCD24W X300 White,United States,1294,1037977.05
Contoso Home Theater System 5.1 Channel M1520 Black,United States,1078,337321.95
Contoso Projector 1080p X980 Black,United States,1424,3028023
Proseware Floor Lamp X0115 Blue,United States,1059,607688.445
Litware Chandelier M8015 Blue,United States,1069,265090.05
Proseware LCD24W X300 Black,United States,271,224158.55
MGS MechWarrior 4: Mercenaries E117,United States,1560,39506.6
WWI LCD22W M2003 White,United States,537,340077.15
WWI Floor Lamp M215 Grey,United States,794,253572
SV DVD 9-Inch Player Portable M300 Black,United States,1635,242504.8425
MGS MechWarrior 4: Vengeance X800,United States,1643,161242.1525
Litware Chandelier M8015 Black,United States,877,217766.925
SV DVD External DVD Burner M200 Blue,United States,577,30965.8
A. Datum Advanced Digital Camera M300 Orange,United States,1605,274880.125
WWI 2GB Pulse Smart pen M100 Black,United States,1497,276090.96
Litware Washer & Dryer 15.5in E150 Silver,United States,1024,939759.3
Adventure Works Chandelier M6150 Blue,United States,1490,316765.227
Contoso DVD 58 DVD Storage Binder M55 Black,United States,1750,22508.0505
SV Hand Games for 12-16 boys E60 Yellow,United States,5845,26771.235
Litware Home Theater System 4.1 Channel M413 Black,United States,648,325337.4
A. Datum Super-zoom Digital Camera X300 Green,United States,1345,362369.5
Proseware Laptop8.9 E089 White,United States,1355,415226.2
Litware Refrigerator 4.6CuFt E280 Green,United States,1715,476414.119
WWI Floor Lamp X115 Silver,United States,1331,779310.3465
Adventure Works Desk Lamp E1300 Silver,United States,1198,87613.2075
"A. Datum SLR Camera 35"" X358 Silver",United States,986,526642.2
MGS Age of Empires Expansion: The Rise of Rome 2009 E181,United States,1200,35121.6
Contoso Lens Cap Keeper E314 Pink,United States,1234,7926.8225
MGS Bicycle Card Games X600,United States,1472,149635.2
A. Datum Full Frame Digital Camera X300 Silver,United States,569,120974.7
Contoso 2-Line Corded Cordless Telephone M202 Grey,United States,1737,46276.737
Litware Refrigerator 4.6CuFt E280 Grey,United States,1724,476549.1145
Fabrikam SLR Camera X150 Orange,United States,1601,704076.65
WWI Laptop16 M0160 White,United States,1191,655306
Litware Refrigerator 1.7CuFt E120 Orange,United States,1757,211461.2325
NT Wireless Transmitter and Bluetooth Headphones M150 Blue,United States,525,71770.215
NT Wireless Bluetooth Stereo Headphones E302 White,United States,1359,50608.4275
WWI Chandelier M615 Grey,United States,1103,233784.835
Proseware Scan Jet Digital Flat Bed Scanner M300 White,United States,1576,176956.45
The Phone Company Smart phones 6-LINE SCREEN M21 Grey,United States,1738,372772.5
Contoso Projector 720p M621 Silver,United States,1484,1376921.7
Contoso Washer & Dryer 21in E210 Pink,United States,1599,2368518.75
WWI Wall Lamp E315 Black,United States,1777,168895.44
WWI 2GB Pulse Smart pen M100 White,United States,1035,192181.9425
Contoso Screen 125in M250 Black,United States,572,240493.05
Fabrikam Coffee Maker Super-Auto 12C X125 Grey,United States,290,444345
Fabrikam Refrigerator 3.2CuFt E1600 Silver,United States,1531,395457.876
SV Keyboard E10 Black,United States,1422,57756.6
Contoso Water Heater 4.3GPM M1250 White,United States,874,719418.375
The Phone Company PDA Phone Unlocked 4.7 inches L550 White,United States,1243,349549.9
Adventure Works Laptop8.9 E0890 Red,United States,2242,678650.5
Contoso USB 2.0 Dock Station docking station M800 Grey,United States,1481,40946.555
Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,United States,391,11834.49
WWI Wall Lamp E215 Blue,United States,2054,229600.865
Contoso Microwave 1.0CuFt E0110 Silver,United States,1344,171543.746
Proseware Ink Jet Wireless All-In-One Printer M400 Grey,United States,1632,193242
WWI Screen 113in M1610 Black,United States,686,192421.45
The Phone Company Smart phones 4 GB of Memory M300 Gold,United States,399,84283.35
Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,United States,1312,764547.3
Proseware Chandelier M0815 Blue,United States,942,233299.65
Litware Home Theater System 5.1 Channel M516 Black,United States,1239,653662.05
Proseware LCD17 E200 Black,United States,1469,134887.5
Adventure Works Desktop PC1.80 ED182 Silver,United States,3277,1504798.98
Contoso 2-Line Speakerphone M109 Black,United States,1696,56464.711
The Phone Company Smart phones Expert M400 Grey,United States,1565,439890
Contoso 4-Line Corded Cordless Telephone M203 White,United States,294,9224.004
Adventure Works Floor Lamp X1150 Blue,United States,1670,977675.6275
SV 16xDVD M300 Silver,United States,273,28560
Contoso Home Theater System 2.1 Channel E1220 Brown,United States,1555,287326.15
Contoso Phone Tough Skin Case E140 Silver,United States,9680,215567.36
The Phone Company Sharp Touch Screen Phones M910 Gold,United States,1913,534259.95
WWI LCD17W E200 White,United States,1758,207941.55
Contoso Screen 80in E080 White,United States,1531,156355.05
WWI Floor Lamp M215 Blue,United States,985,305439
Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Black,United States,1149,451019.95
Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black,United States,1680,639207.75
WWI 1GB Digital Voice Recorder Pen E100 Pink,United States,1071,155532
Proseware Chandelier M0815 Silver,United States,887,222358.275
MGS Zoo Tycoon2009 E170,United States,1721,50670.4
Contoso Touch Stylus Pen E150 Black,United States,28740,260878.86
Fabrikam Social Videographer 1/3'' 8.5mm E200 White,United States,1407,219903.6
SV DVD 55DVD Storage Binder M56 Black,United States,1413,16713.732
Adventure Works Chandelier M8150 Grey,United States,793,193789.875
WWI Desktop PC2.30 M2300 White,United States,1437,734386.25
Contoso Education Supplies Bundle E200 Grey,United States,1733,21357
Fabrikam SLR Camera X148 Silver Grey,United States,1461,886227.3
MGS King& Myths: The Age Collection M340,United States,1446,96463.5525
Proseware Office Jet All-in-One Printer M500 Black,United States,1728,259724.2
Litware Refrigerator 1.7CuFt E120 Silver,United States,1281,153303.7065
NT Wireless Transmitter and Bluetooth Headphones M150 Silver,United States,548,74387.5405
Contoso Ultraportable Neoprene Sleeve E30 Green,United States,1771,25311.78
